age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,numberchildren,remotework,fin
28,No,travel_rarely,470.27,,17,2,,1296,3,M,3,2, laboratory technician ,1,,"3798,33$",9875.67,1,,12,"3,0",4,Part Time,1,"10,0",2,,10,,1,8,1995,"45580,00$",,,No,2023
38,No,travel_frequently,175.6,,2,2,,1297,4,M,3,1, laboratory technician ,4,Married,"1418,33$",3687.67,1,Yes,23,"4,0",3,Part Time,1,,3,"3,0",1,,0,0,1985,"17020,00$",,,No,2023
19,Yes,,264.54,,2,2,Technical Degree,1298,1,M,2,1, human resources ,4,Single,"2136,67$",5555.33,1,No,12,"3,0",3,Part Time,0,"1,0",3,"4,0",1,,0,0,2004,"25640,00$",,,Yes,2023
57,No,travel_rarely,1582.77,,29,3,,1299,1,M,2,4, manager ,4,Divorced,,33238.2,3,No,12,"3,0",3,Full Time,1,,3,"2,0",1,,0,0,1966,"153407,07$",,,Yes,2023
47,No,travel_rarely,523.1,,2,2,Medical,1300,1,F,3,2, manufacturing director ,4,,,10985.0,5,,13,,3,Part Time,3,"20,0",2,"3,0",5,,0,4,1976,"50700,00$",,,Yes,2023
54,No,travel_rarely,390.0,,8,4,Life Sciences,1301,3,F,3,2, laboratory technician ,3,Single,"3150,00$",8190.0,7,,11,"3,0",3,Part Time,0,,3,"3,0",1,,0,0,1969,"37800,00$",,,No,2023
31,Yes,travel_frequently,1013.59,,42,3,,1302,42,M,3,3, healthcare representative ,3,,,21285.33,3,No,12,"3,0",1,Part Time,0,"12,0",2,"3,0",1,,0,0,1992,"98240,00$",,,Yes,2023
18,Yes,travel_frequently,193.76,,5,3,Marketing,1303,2,M,3,1, sales representative ,2,,,4069.0,1,Yes,14,"3,0",4,Part Time,0,,3,"3,0",0,,0,0,2005,"18780,00$",,,No,2023
40,No,,1032.49,,28,3,Other,1304,3,M,1,3, sales executive ,1,,,21682.23,3,No,15,"3,0",3,Part Time,1,"20,0",2,"3,0",1,,0,1,1983,"100071,84$",,,Yes,2023
26,No,,556.26,,29,2,,1305,1,M,3,2, sales executive ,3,,"4492,84$",11681.39,5,,12,"3,0",1,Part Time,2,"8,0",5,"3,0",0,,0,0,1997,"53914,11$",,,Yes,2023
26,Yes,travel_rarely,241.43, Research & Development ,24,3,,1306,3,M,1,1, laboratory technician ,4,Single,"1950,00$",5070.0,1,Yes,18,"3,0",2,,0,"1,0",3,"1,0",1,,0,0,1997,"1950,00$1950,00$1950,00$1950,00$1950,00$1950,00$1950,00$1950,00$1950,00$1950,00$1950,00$1950,00$", LABorAtORy TEchnIciAn  -  Research & Development ,,Yes,2023
38,No,,556.26,,10,3,,1307,3,F,3,2, healthcare representative ,3,,"4492,84$",11681.39,3,No,19,"3,0",3,,1,"18,0",4,,1,,0,0,1985,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,Yes,2023
24,No,,219.45,,17,2,Other,1308,4,M,2,1, laboratory technician ,2,Married,"1772,50$",4608.5,1,No,21,"4,0",4,Part Time,1,"1,0",2,"3,0",1,,0,0,1999,"21270,00$",,,Yes,2023
30,Yes,travel_frequently,209.75,,12,4,,1309,2,M,2,1, sales representative ,1,Married,"1694,17$",4404.83,1,No,18,"3,0",3,Part Time,1,"1,0",2,"4,0",1,,0,0,1993,"20330,00$",,,Yes,2023
37,No,travel_rarely,990.68,,2,3,Marketing,1310,4,M,3,2, sales executive ,3,Married,"8001,67$",20804.33,4,,11,"3,0",3,Full Time,1,,3,"2,0",3,,1,0,1986,"96020,00$",,,No,2023
20,No,travel_rarely,290.04, Research & Development ,1,3,Life Sciences,1311,4,F,2,1, research scientist ,2,,"2342,59$",6090.75,1,No,13,,4,Part Time,0,"1,0",0,"4,0",1,,0,0,2003,"28111,13$", rEsEARcH ScieNTisT  -  Research & Development ,,Yes,2023
43,No,,1715.48,,14,4,Other,1312,2,M,2,4, research director ,4,Divorced,"13855,83$",36025.17,4,,14,"3,0",3,Full Time,1,"21,0",3,,1,,0,0,1980,"166270,00$",,,No,2023
38,No,,290.04,,27,1,Life Sciences,1313,3,F,3,1, research scientist ,1,,"2342,59$",6090.75,3,No,17,"3,0",4,Part Time,0,"8,0",3,"2,0",0,,0,0,1985,"28111,13$",,,Yes,2023
33,No,,556.26, Sales ,8,4,Marketing,1314,3,M,3,2, sales executive ,3,Divorced,"4492,84$",11681.39,0,,12,"3,0",4,Part Time,0,"6,0",3,"3,0",5,,1,2,1990,"53914,11$", SalEs eXecuTive  -  Sales ,,No,2023
30,No,,214.91,,3,3,,1315,3,F,3,1, research scientist ,3,,"1735,83$",4513.17,1,No,20,"4,0",3,Part Time,1,"1,0",2,,1,,0,0,1993,"20830,00$",,,No,2023
29,No,,556.26, Sales ,44,2,Medical,1316,2,F,3,2, sales executive ,3,,"4492,84$",11681.39,1,No,14,"3,0",1,Part Time,1,,5,"2,0",6,,1,2,1994,"53914,11$", SaLeS EXEcUTiVe  -  Sales ,,No,2023
20,Yes,,104.1,,10,1,Medical,1317,4,M,3,1, research scientist ,3,Single,84083$,2186.17,1,,11,"3,0",4,Part Time,0,,5,"3,0",1,,1,1,2003,"10090,00$",,,Yes,2023
35,No,non-travel,290.04,,20,3,,1318,20,M,2,1, laboratory technician ,3,Married,"2342,59$",6090.75,1,No,18,"3,0",3,,2,"1,0",3,"3,0",1,,0,0,1988,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,No,2023
37,No,,290.04,,10,2,Life Sciences,1319,4,M,4,1, research scientist ,4,Single,,6090.75,3,No,17,"3,0",1,Part Time,0,,2,,1,,0,0,1986,"28111,13$",,,Yes,2023
38,No,,811.06,,1,3,,1320,3,F,3,3, manufacturing director ,3,Single,"6550,83$",17032.17,4,Yes,14,,4,Part Time,0,"10,0",4,,1,,0,0,1985,"78610,00$",,,Yes,2023
29,No,,272.59,,10,3,,1321,3,M,3,1, sales representative ,3,Single,"2201,67$",5724.33,1,No,11,"3,0",3,Part Time,0,"1,0",6,,1,,0,0,1994,"26420,00$",,,No,2023
35,No,,556.26,,2,4,,1322,4,F,3,2, healthcare representative ,1,Divorced,"4492,84$",11681.39,2,No,11,"3,0",1,Part Time,1,"16,0",2,"4,0",1,,0,0,1988,"53914,11$",,,Yes,2023
38,No,travel_rarely,290.04,,2,5,Medical,1323,4,M,3,1, research scientist ,3,Married,"2342,59$",6090.75,6,Yes,13,"3,0",2,,1,,0,"1,0",1,,0,1,1985,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
34,No,travel_rarely,528.36,,8,5,Life Sciences,1324,2,F,3,2, manufacturing director ,1,,"4267,50$",11095.5,3,No,14,"3,0",3,Part Time,1,,3,,0,,0,0,1989,"51210,00$",,,Yes,2023
23,Yes,,290.04,,6,3,Life Sciences,1325,3,M,4,1, laboratory technician ,1,,"2342,59$",6090.75,1,Yes,21,"4,0",3,,2,"1,0",2,"3,0",0,,0,0,2000,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,No,2023
24,No,,277.95,,9,3,Life Sciences,1326,3,M,2,1, laboratory technician ,2,Divorced,"2245,00$",5837.0,1,No,11,"3,0",3,Part Time,3,,4,"3,0",1,,0,0,1999,"26940,00$",,,No,2023
29,Yes,travel_rarely,290.04,,1,2,Life Sciences,1327,2,F,2,1, laboratory technician ,1,Married,"2342,59$",6090.75,1,,11,"3,0",4,Part Time,1,"1,0",1,"3,0",1,,0,0,1994,"28111,13$",,,Yes,2023
40,No,travel_frequently,525.57,,16,4,Medical,1328,1,M,2,2, laboratory technician ,3,,"4245,00$",11037.0,6,No,14,"3,0",4,Part Time,0,"10,0",6,"3,0",1,,0,0,1983,"50940,00$",,,Yes,2023
30,No,travel_rarely,556.26, Research & Development ,2,3,,1329,3,F,2,2, manufacturing director ,4,Single,"4492,84$",11681.39,5,,24,"4,0",2,Part Time,0,"12,0",4,"2,0",0,,0,0,1993,"53914,11$", MaNufacTuRINg DirEcTor  -  Research & Development ,,Yes,2023
45,No,,234.62,,2,3,,1330,2,F,2,1, research scientist ,3,,,4927.0,1,No,14,"3,0",4,Part Time,0,"1,0",3,"3,0",1,,0,0,1978,"22740,00$",,,Yes,2023
27,No,,290.04,,3,3,Medical,1331,4,M,3,1, research scientist ,4,Married,"2342,59$",6090.75,1,,11,"3,0",3,Part Time,3,"0,0",6,"2,0",0,,0,0,1996,"28111,13$",,,Yes,2023
37,No,,556.26,,16,4,Marketing,1332,4,M,2,2, sales executive ,3,,,11681.39,4,,19,,4,Part Time,2,"9,0",2,"3,0",1,,0,0,1986,"53914,11$",,,Yes,2023
32,No,,238.75,,1,3,Life Sciences,1333,4,M,3,1, laboratory technician ,4,Divorced,"1928,33$",5013.67,0,No,12,,2,Part Time,1,"4,0",2,"3,0",3,,0,2,1991,"23140,00$",,,Yes,2023
53,No,travel_rarely,1582.77,,8,3,Marketing,1334,1,M,3,4, sales executive ,4,Married,,33238.2,5,,14,"3,0",3,Full Time,1,"28,0",3,"3,0",2,,2,2,1970,"153407,07$",,,Yes,2023
37,No,,1032.49,,19,2,,1335,19,M,3,3, sales executive ,2,Single,,21682.23,1,Yes,13,"3,0",4,Part Time,0,,2,"3,0",10,,0,9,1986,"100071,84$",,,No,2023
32,Yes,travel_rarely,290.04,,25,4,,1336,1,M,3,1, laboratory technician ,4,,"2342,59$",6090.75,1,,24,"4,0",3,Part Time,0,"1,0",2,"1,0",1,,0,1,1991,"28111,13$",,,Yes,2023
58,Yes,travel_frequently,245.56,,2,1,,1337,4,M,2,1, laboratory technician ,4,Divorced,,5156.67,9,,14,"3,0",4,Part Time,1,"3,0",3,"2,0",1,,0,0,1965,"23800,00$",,,Yes,2023
43,No,travel_rarely,556.26,,8,3,,1338,1,F,3,2, manufacturing director ,2,Divorced,"4492,84$",11681.39,4,No,21,"4,0",3,Part Time,1,"4,0",2,"4,0",1,,0,0,1980,"53914,11$",,,No,2023
21,Yes,travel_rarely,290.04, Research & Development ,18,1,Other,1339,4,F,3,1, research scientist ,4,Single,"2342,59$",6090.75,1,No,19,,1,Part Time,0,,3,"2,0",1,,0,0,2002,"28111,13$", resEaRcH scIENTiSt  -  Research & Development ,,No,2023
34,No,,207.17,,48,3,Life Sciences,1340,48,M,3,1, laboratory technician ,2,,"1673,33$",4350.67,1,No,14,"3,0",2,Part Time,2,"1,0",3,"3,0",1,,1,0,1989,"20080,00$",,,Yes,2023
58,No,,1088.7,,5,3,,1341,3,F,2,3, healthcare representative ,2,Divorced,"8793,33$",22862.67,2,,13,,4,Full Time,1,"24,0",3,"3,0",6,,0,4,1965,"105520,00$",,,No,2023
48,No,,233.07,,20,4,Medical,1342,4,M,3,1, research scientist ,3,Married,"1882,50$",4894.5,4,,17,"3,0",1,Part Time,2,"13,0",2,"2,0",0,,0,0,1975,"22590,00$",,,No,2023
32,No,non-travel,290.04,,1,3,Life Sciences,1343,3,F,2,1, laboratory technician ,2,Married,"2342,59$",6090.75,6,No,20,,3,Part Time,0,"5,0",3,"3,0",3,,0,2,1991,"28111,13$",,,Yes,2023
25,Yes,,248.96,,19,2,Marketing,1344,3,M,2,1, sales representative ,2,Married,,5228.17,1,Yes,18,,3,Part Time,3,,2,"3,0",1,,0,0,1998,"24130,00$",,,No,2023
40,No,,1032.49, Sales ,10,4,Marketing,1345,1,M,2,3, sales executive ,2,Divorced,"8339,32$",21682.23,2,No,12,"3,0",2,Part Time,1,"11,0",2,"2,0",1,,0,0,1983,"100071,84$", SALes eXECuTIvE  -  Sales ,,Yes,2023
19,Yes,,218.83,,21,3,Other,1346,4,M,2,1, sales representative ,2,Single,,4595.5,1,Yes,13,"3,0",2,Part Time,0,"1,0",3,"4,0",1,,0,0,2004,"21210,00$",,,No,2023
20,Yes,travel_rarely,290.04, Research & Development ,4,3,Technical Degree,1347,1,M,3,1, laboratory technician ,1,Single,"2342,59$",6090.75,1,,19,"3,0",2,Part Time,0,"1,0",2,"3,0",1,,0,0,2003,"28111,13$", LabORatORy tEChnIcIAn  -  Research & Development ,,No,2023
33,No,travel_rarely,556.26,,1,3,,1348,2,F,2,2, healthcare representative ,4,,"4492,84$",11681.39,0,,14,"3,0",1,Part Time,0,"6,0",3,"3,0",5,,1,4,1990,"53914,11$",,,Yes,2023
58,Yes,travel_rarely,255.77,,2,3,,1349,4,M,3,1, research scientist ,3,Single,,5371.17,4,No,24,"4,0",1,Part Time,0,"7,0",4,"3,0",1,,0,0,1965,"24790,00$",,,No,2023
40,Yes,non-travel,1361.29,,24,3,,1350,2,F,4,4, sales executive ,2,Single,,28587.0,4,,16,"3,0",4,Full Time,0,"22,0",2,"2,0",1,,0,0,1983,"131940,00$",,,Yes,2023
29,Yes,travel_rarely,290.04,,10,3,,1351,4,F,2,1, research scientist ,1,Single,"2342,59$",6090.75,6,Yes,20,"4,0",3,Part Time,0,"3,0",5,"3,0",0,,0,0,1994,"28111,13$",,,Yes,2023
47,No,travel_rarely,429.52,,18,2,Life Sciences,1352,4,F,3,2, sales executive ,4,Single,"3469,17$",9019.83,1,Yes,17,"3,0",3,,0,"9,0",0,"3,0",9,,0,7,1976,"3469,17$3469,17$3469,17$3469,17$3469,17$3469,17$3469,17$3469,17$3469,17$3469,17$3469,17$3469,17$",,,No,2023
18,No,,290.04,,5,2,,1353,2,M,3,1, research scientist ,4,,"2342,59$",6090.75,1,No,15,"3,0",4,Part Time,0,,2,"3,0",0,,0,0,2005,"28111,13$",,,Yes,2023
20,Yes,,268.25,,16,3,Medical,1354,4,F,2,1, research scientist ,1,,,5633.33,1,Yes,15,"3,0",1,Part Time,0,"1,0",2,"3,0",1,,0,0,2003,"26000,00$",,,No,2023
42,No,,1888.4,,5,2,,1355,4,M,3,5, manager ,3,,"15252,50$",39656.5,6,No,13,"3,0",2,Full Time,0,"21,0",3,"4,0",1,,0,0,1981,"183030,00$",,,Yes,2023
50,No,travel_rarely,245.56, Research & Development ,9,3,,1356,1,M,3,1, laboratory technician ,4,Married,"1983,33$",5156.67,4,No,18,,2,,0,"8,0",5,"3,0",1,,0,0,1973,"1983,33$1983,33$1983,33$1983,33$1983,33$1983,33$1983,33$1983,33$1983,33$1983,33$1983,33$1983,33$", LaBorAtOrY teCHNICIAn  -  Research & Development ,,Yes,2023
37,Yes,travel_rarely,492.87,,11,2,Medical,1357,1,F,1,2, healthcare representative ,2,,"3980,83$",10350.17,5,No,15,"3,0",1,Part Time,0,"15,0",2,"1,0",1,,0,0,1986,"47770,00$",,,Yes,2023
38,No,,556.26,,3,4,Life Sciences,1358,2,M,3,2, sales executive ,4,,"4492,84$",11681.39,8,Yes,12,"3,0",3,,0,"19,0",1,"3,0",1,,0,0,1985,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,No,2023
36,Yes,,556.26,,15,3,,1359,1,M,3,2, laboratory technician ,3,Divorced,,11681.39,7,,14,"3,0",2,Part Time,1,"9,0",3,"2,0",1,,0,0,1987,"53914,11$",,,Yes,2023
28,No,travel_rarely,108.54, Sales ,10,1,Medical,1360,4,M,3,1, sales representative ,2,Married,87667$,2279.33,1,No,22,"4,0",2,,0,,5,"3,0",1,,0,0,1995,"10520,00$", saLEs RePREsentAtiVE  -  Sales ,,Yes,2023
43,No,,1032.49,,25,3,,1361,3,M,2,3, sales executive ,4,,,21682.23,5,No,13,"3,0",3,Part Time,1,"18,0",5,"3,0",1,,0,0,1980,"100071,84$",,,Yes,2023
21,Yes,travel_rarely,290.04, Research & Development ,10,3,,1362,3,F,2,1, laboratory technician ,1,Single,"2342,59$",6090.75,1,No,13,,1,Part Time,0,"1,0",6,"2,0",1,,1,0,2002,"28111,13$", laBOrATORY TechNiCiAn  -  Research & Development ,,Yes,2023
51,Yes,travel_rarely,253.91,,4,4,,1363,1,M,3,1, research scientist ,3,Married,,5332.17,9,,12,,3,Part Time,3,"18,0",2,"4,0",10,,2,7,1972,"24610,00$",,,No,2023
37,No,,556.26, Sales ,10,4,,1364,4,F,2,2, sales executive ,4,Divorced,,11681.39,2,Yes,14,,3,Part Time,3,"8,0",5,"3,0",1,,0,0,1986,"53914,11$", sALes exECutIVe  -  Sales ,,No,2023
28,Yes,,267.84, Research & Development ,1,3,Medical,1365,1,M,2,1, laboratory technician ,2,Divorced,,5624.67,1,No,15,,1,,2,,2,"3,0",1,,0,0,1995,"25960,00$", LabOraToRy technICiAN  -  Research & Development ,,No,2023
50,Yes,,487.81,,1,4,,1366,4,M,3,2, sales executive ,3,Single,,10244.0,3,Yes,14,"3,0",4,Part Time,0,"5,0",4,"3,0",0,,0,0,1973,"47280,00$",,,Yes,2023
34,No,,290.04,,3,4,,1367,3,M,2,1, research scientist ,4,,"2342,59$",6090.75,3,No,17,"3,0",4,Part Time,3,"6,0",2,"3,0",0,,0,0,1989,"28111,13$",,,Yes,2023
38,No,travel_rarely,758.44,,2,2,Marketing,1368,4,M,3,3, sales executive ,2,Single,"6125,83$",15927.17,7,No,16,"3,0",3,Part Time,0,,2,"3,0",1,,0,0,1985,"73510,00$",,,Yes,2023
42,No,,556.26,,29,3,,1369,2,M,1,2, laboratory technician ,4,,"4492,84$",11681.39,4,,19,"3,0",1,Part Time,0,"16,0",3,"3,0",1,,0,0,1981,"53914,11$",,,No,2023
18,Yes,,290.04,,8,1,,1370,3,M,3,1, laboratory technician ,3,Single,"2342,59$",6090.75,1,No,12,"3,0",4,Part Time,0,,0,"3,0",0,,0,0,2005,"28111,13$",,,Yes,2023
41,No,,491.73,,12,4,,1371,2,M,3,1, laboratory technician ,4,,"3971,67$",10326.33,3,Yes,11,"3,0",1,Full Time,1,"6,0",4,,1,,0,0,1982,"47660,00$",,,No,2023
35,No,travel_rarely,232.97, Research & Development ,1,4,Medical,1372,4,M,2,1, laboratory technician ,3,,"1881,67$",4892.33,6,No,12,"3,0",2,Part Time,1,,2,"3,0",8,,1,7,1988,"22580,00$", lAborAtORY TeCHNIciAN  -  Research & Development ,,Yes,2023
32,No,,291.67, Sales ,2,1,,1373,3,F,3,1, sales representative ,1,,,6125.17,1,,12,"3,0",3,Full Time,3,"1,0",3,"3,0",1,,0,0,1991,"28270,00$", SAlES rePrESentaTIVe  -  Sales ,,Yes,2023
22,Yes,,294.36,,3,4,Life Sciences,1374,3,M,2,1, research scientist ,4,Married,"2377,50$",6181.5,0,Yes,11,"3,0",2,Full Time,1,"1,0",5,"3,0",0,,0,0,2001,"28530,00$",,,Yes,2023
44,No,non-travel,236.27,,26,3,,1375,26,M,1,1, research scientist ,3,Single,,4961.67,2,No,13,,4,Part Time,0,"6,0",3,"3,0",0,,0,0,1979,"22900,00$",,,Yes,2023
41,Yes,non-travel,217.39,,5,2,Life Sciences,1376,1,M,2,1, research scientist ,1,,"1755,83$",4565.17,6,No,17,"3,0",1,Part Time,1,"5,0",2,"1,0",1,,0,0,1982,"21070,00$",,,Yes,2023
40,No,travel_frequently,556.26,,2,4,,1377,2,M,3,2, sales executive ,2,,,11681.39,5,No,12,"3,0",4,Part Time,3,,2,"3,0",0,,0,0,1983,"53914,11$",,,No,2023
24,Yes,,228.02,,17,2,Life Sciences,1378,4,F,3,1, laboratory technician ,2,,"1841,67$",4788.33,1,,13,"3,0",1,Part Time,1,"1,0",3,"1,0",1,,0,0,1999,"22100,00$",,,Yes,2023
42,No,travel_frequently,1360.98,,26,5,Medical,1379,1,F,3,3, research director ,1,Married,"10992,50$",28580.5,3,Yes,17,"3,0",3,,0,,6,"3,0",1,,0,0,1981,"131910,00$",,,No,2023
49,No,,1973.98, Research & Development ,4,2,Medical,1380,1,M,2,5, manager ,3,Married,,41453.67,2,,13,,3,Full Time,1,"23,0",2,"4,0",1,,0,0,1974,"191324,62$", mANager  -  Research & Development ,,Yes,2023
48,No,travel_rarely,290.04,,2,2,Technical Degree,1381,4,M,4,1, laboratory technician ,2,Single,"2342,59$",6090.75,5,,11,"3,0",3,,0,"7,0",4,"2,0",1,,0,0,1975,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
29,No,travel_rarely,556.26, Research & Development ,7,3,,1382,3,M,3,2, healthcare representative ,4,,"4492,84$",11681.39,1,,11,"3,0",2,Part Time,2,"6,0",2,"3,0",6,,1,0,1994,"53914,11$", HEAlThcARe rEPREseNtATIVe  -  Research & Development ,,Yes,2023
48,No,,1884.48, Research & Development ,1,3,Life Sciences,1383,4,M,2,5, research director ,4,Single,"15220,83$",39574.17,6,No,12,"3,0",3,,0,,3,"4,0",1,,0,0,1975,"182650,00$", REsEArCH dIrECTOr  -  Research & Development ,,Yes,2023
34,No,,290.04,,20,3,Technical Degree,1384,3,F,4,1, research scientist ,3,,"2342,59$",6090.75,0,No,17,"3,0",4,Part Time,0,"2,0",5,"2,0",1,,0,0,1989,"28111,13$",,,Yes,2023
19,No,,290.04,,25,3,Life Sciences,1385,2,F,4,1, research scientist ,4,Single,"2342,59$",6090.75,1,,12,"3,0",4,Part Time,0,"1,0",2,"3,0",1,,0,1,2004,"28111,13$",,,Yes,2023
23,No,,290.04,,1,2,,1386,4,M,3,1, research scientist ,3,,"2342,59$",6090.75,1,No,22,"4,0",4,Part Time,1,"1,0",2,"3,0",1,"0,0",0,1,2000,"28111,13$",,,No,2023
25,Yes,travel_frequently,115.35,,32,1,,1387,3,M,1,1, sales representative ,4,Single,93167$,2422.33,1,Yes,14,,4,,0,"1,0",4,"3,0",1,,1,0,1998,93167$93167$93167$93167$93167$93167$93167$93167$93167$93167$93167$93167$,,,Yes,2023
42,No,,244.73,,34,4,Medical,1388,2,F,4,2, research scientist ,2,Married,,5139.33,6,Yes,16,"3,0",4,Part Time,0,"18,0",2,"3,0",1,,0,0,1981,"23720,00$",,,No,2023
51,No,travel_frequently,292.81,,6,2,Medical,1389,2,F,2,1, laboratory technician ,3,Single,"2365,00$",6149.0,0,,14,"3,0",2,Full Time,0,"8,0",6,"2,0",7,,7,7,1972,"28380,00$",,,No,2023
45,No,travel_frequently,1863.44,,25,3,Medical,1390,2,F,3,5, manager ,2,,"15050,83$",39132.17,3,,22,"4,0",3,Full Time,0,"22,0",4,"3,0",0,,0,0,1978,"180610,00$",,,No,2023
27,No,,290.04,,11,3,Medical,1391,3,F,4,1, sales representative ,4,Married,"2342,59$",6090.75,8,,14,,2,Part Time,1,"5,0",4,"3,0",1,,0,0,1996,"28111,13$",,,Yes,2023
18,No,non-travel,166.21,,1,3,,1392,4,F,3,1, laboratory technician ,4,Single,"1342,50$",3490.5,1,,15,"3,0",3,Part Time,0,"0,0",5,"4,0",0,,0,0,2005,"16110,00$",,,No,2023
31,Yes,travel_frequently,290.04,,2,3,,1393,3,F,2,1, sales representative ,4,Single,"2342,59$",6090.75,7,No,14,"3,0",3,Part Time,0,"3,0",3,"4,0",1,,0,0,1992,"28111,13$",,,Yes,2023
31,Yes,travel_frequently,290.04,,1,4,Life Sciences,1394,2,F,1,1, sales representative ,3,Single,"2342,59$",6090.75,1,,12,,2,Part Time,0,,3,"3,0",1,,0,0,1992,"28111,13$",,,No,2023
31,Yes,travel_rarely,290.04,,8,3,Life Sciences,1395,1,F,2,1, research scientist ,2,,"2342,59$",6090.75,1,,12,"3,0",3,Part Time,0,,3,"4,0",1,,0,0,1992,"28111,13$",,,No,2023
27,No,travel_rarely,290.04,,11,1,Life Sciences,1396,2,M,3,1, laboratory technician ,1,Married,"2342,59$",6090.75,0,,14,"3,0",2,Part Time,0,"6,0",3,"4,0",5,,1,4,1996,"28111,13$",,,No,2023
39,Yes,,290.04,,2,3,,1397,1,F,2,1, laboratory technician ,1,Single,,6090.75,2,Yes,23,"4,0",2,,0,"11,0",2,"4,0",1,,0,0,1984,"28111,13$",,,Yes,2023
44,No,travel_frequently,491.94,,1,5,Marketing,1398,1,F,3,2, sales executive ,3,Married,"3973,33$",10330.67,7,,12,,3,Part Time,1,"11,0",4,"2,0",1,,0,0,1979,"47680,00$",,,No,2023
30,No,,131.44, Research & Development ,25,3,,1399,25,M,3,1, research scientist ,3,,,2760.33,1,,13,"3,0",2,Part Time,2,"1,0",2,"2,0",1,,0,0,1993,"12740,00$", rESeaRch SCIeNTIST  -  Research & Development ,,No,2023
35,No,travel_rarely,248.03,,26,1,Life Sciences,1400,4,M,3,1, sales representative ,3,,"2003,33$",5208.67,1,No,13,,1,Part Time,1,"1,0",3,"3,0",1,"0,0",0,0,1988,"24040,00$",,,Yes,2023
24,Yes,travel_frequently,290.04,,9,3,,1401,2,M,3,1, laboratory technician ,1,,"2342,59$",6090.75,2,,11,"3,0",3,Part Time,0,,2,"2,0",0,,0,0,1999,"28111,13$",,,No,2023
24,No,,209.75,,13,2,,1402,4,F,3,1, sales representative ,2,Married,,4404.83,1,,13,"3,0",3,Part Time,1,"1,0",2,,1,,0,0,1999,"20330,00$",,,Yes,2023
28,Yes,,264.23,,2,2,Medical,1403,3,M,2,1, laboratory technician ,1,Single,,5548.83,7,No,11,,3,Part Time,0,"8,0",2,"2,0",0,,0,0,1995,"25610,00$",,,Yes,2023
28,No,travel_rarely,161.26,,1,3,Life Sciences,1404,1,M,2,1, research scientist ,3,,,3386.5,1,,14,"3,0",4,Part Time,1,"1,0",2,"1,0",1,,0,0,1995,"15630,00$",,,No,2023
33,No,,659.08,,8,5,,1405,4,M,3,2, healthcare representative ,3,,"5323,33$",13840.67,2,,17,"3,0",1,,0,"14,0",6,"3,0",0,,0,0,1990,"5323,33$5323,33$5323,33$5323,33$5323,33$5323,33$5323,33$5323,33$5323,33$5323,33$5323,33$5323,33$",,,Yes,2023
39,No,travel_rarely,864.19,,6,3,,1406,2,F,3,3, manufacturing director ,2,Single,,18148.0,4,,18,,4,Part Time,0,"9,0",3,"3,0",2,,2,2,1984,"83760,00$",,,No,2023
42,No,,499.47,,2,3,Medical,1407,3,M,2,1, laboratory technician ,2,Married,"4034,17$",10488.83,4,,14,,2,Full Time,1,,3,,1,,0,0,1981,"48410,00$",,,Yes,2023
29,No,travel_rarely,290.04,,9,3,,1408,3,M,4,1, research scientist ,3,Married,"2342,59$",6090.75,6,No,18,"3,0",1,Part Time,2,,2,"2,0",1,"0,0",0,0,1994,"28111,13$",,,No,2023
35,No,travel_rarely,290.04,,1,3,,1409,4,M,2,1, laboratory technician ,1,,,6090.75,1,No,19,"3,0",2,Part Time,0,,3,"3,0",3,,1,2,1988,"28111,13$",,,No,2023
35,Yes,travel_rarely,213.98,,14,3,,1410,14,F,3,1, laboratory technician ,1,,"1728,33$",4493.67,1,,12,"3,0",4,,1,"1,0",2,"3,0",1,,0,0,1988,"1728,33$1728,33$1728,33$1728,33$1728,33$1728,33$1728,33$1728,33$1728,33$1728,33$1728,33$1728,33$",,,Yes,2023
34,No,,306.63,,13,4,Medical,1411,13,M,3,1, research scientist ,4,Single,"2476,67$",6439.33,1,,13,"3,0",3,Full Time,0,,4,,1,,0,0,1989,"29720,00$",,,No,2023
26,No,travel_rarely,290.04,,3,3,,1412,1,F,3,1, research scientist ,4,,,6090.75,1,,21,"4,0",1,Part Time,0,"1,0",5,"3,0",1,,0,0,1997,"28111,13$",,,Yes,2023
